"crowdflower_id","channel","trust","contributor_id","class","ground_truth_class","comment","account_type","dataset","twitter_user_id","twitter_screen_name"
"911069273","elite","1.0000","33271751","spambot","spambot",,"traditional spambots","traditional spambots #4","43624887","tmj_usa_util"
"911069273","clixsense","0.8000","34965909","spambot","spambot",,"traditional spambots","traditional spambots #4","43624887","tmj_usa_util"
"911069273","clixsense","0.8571","36517353","spambot","spambot",,"traditional spambots","traditional spambots #4","43624887","tmj_usa_util"
"911069274","clixsense","0.8000","18840258","spambot","spambot",,"traditional spambots","traditional spambots #4","43638401","tmj_usa_itjava"
"911069274","elite","0.9200","33056876","genuine","spambot",,"traditional spambots","traditional spambots #4","43638401","tmj_usa_itjava"
"911069274","elite","0.9130","35158997","spambot","spambot",,"traditional spambots","traditional spambots #4","43638401","tmj_usa_itjava"
"911069275","clixsense","0.8000","31821164","spambot","spambot",,"traditional spambots","traditional spambots #4","43639228","tmj_usa_mgmt"
"911069275","gifthunterclub","0.9600","34036027","spambot","spambot",,"traditional spambots","traditional spambots #4","43639228","tmj_usa_mgmt"
"911069275","indivillagetest","1.0000","35598762","spambot","spambot",,"traditional spambots","traditional spambots #4","43639228","tmj_usa_mgmt"
"911069276","neodev","0.8400","21456214","spambot","spambot",,"traditional spambots","traditional spambots #4","43705770","tmj_usa_cstsrv"
"911069276","clixsense","1.0000","23188187","spambot","spambot",,"traditional spambots","traditional spambots #4","43705770","tmj_usa_cstsrv"
"911069276","clixsense","0.9200","26325774","genuine","spambot",,"traditional spambots","traditional spambots #4","43705770","tmj_usa_cstsrv"
"911069277","neodev","0.9200","12216479","genuine","genuine",,"genuine accounts","genuine accounts","43761179","RevCindyLee"
"911069277","elite","1.0000","34684472","genuine","genuine",,"genuine accounts","genuine accounts","43761179","RevCindyLee"
"911069277","tremorgames","1.0000","37074293","genuine","genuine",,"genuine accounts","genuine accounts","43761179","RevCindyLee"
"911069278","neodev","0.9600","34519107","genuine","genuine",,"genuine accounts","genuine accounts","43831327","yunhoppar"
"911069278","indivillagetest","0.9600","35597784","spambot","genuine",,"genuine accounts","genuine accounts","43831327","yunhoppar"
"911069278","indivillagetest","1.0000","35598762","genuine","genuine",,"genuine accounts","genuine accounts","43831327","yunhoppar"
"911069279","clixsense","1.0000","17949577","spambot","spambot",,"traditional spambots","traditional spambots #4","44032941","tmj_cae_green"
"911069279","clixsense","0.9091","32880993","spambot","spambot",,"traditional spambots","traditional spambots #4","44032941","tmj_cae_green"
"911069279","indivillagetest","0.9600","35597784","spambot","spambot",,"traditional spambots","traditional spambots #4","44032941","tmj_cae_green"
"911069280","elite","0.9600","34327306","spambot","spambot",,"traditional spambots","traditional spambots #4","44170026","tmj_har_green"
"911069280","indivillagetest","0.9167","35077324","spambot","spambot",,"traditional spambots","traditional spambots #4","44170026","tmj_har_green"
"911069280","clixsense","0.9200","36325782","spambot","spambot",,"traditional spambots","traditional spambots #4","44170026","tmj_har_green"
"911069281","elite","0.9600","31605010","genuine","genuine",,"genuine accounts","genuine accounts","44193456","WiLLisRADD"
"911069281","elite","0.8889","33003530","genuine","genuine",,"genuine accounts","genuine accounts","44193456","WiLLisRADD"
"911069281","indivillagetest","0.9200","35597727","genuine","genuine",,"genuine accounts","genuine accounts","44193456","WiLLisRADD"
"911069282","instagc","0.9600","21269635","genuine","genuine",,"genuine accounts","genuine accounts","44306351","dennymui"
"911069282","clixsense","0.7727","30848244","genuine","genuine",,"genuine accounts","genuine accounts","44306351","dennymui"
"911069282","neodev","0.9200","31450350","genuine","genuine",,"genuine accounts","genuine accounts","44306351","dennymui"
"911069283","elite","0.8800","29272243","spambot","spambot",,"traditional spambots","traditional spambots #4","44593681","tmj_mtp_jobs"
"911069283","elite","0.9200","31858799","genuine","spambot",,"traditional spambots","traditional spambots #4","44593681","tmj_mtp_jobs"
"911069283","indivillagetest","0.9500","34550698","spambot","spambot",,"traditional spambots","traditional spambots #4","44593681","tmj_mtp_jobs"
"911069284","elite","0.8750","32326617","genuine","genuine",,"genuine accounts","genuine accounts","44660556","abovdacloudz"
"911069284","clixsense","0.7778","35075491","spambot","genuine",,"genuine accounts","genuine accounts","44660556","abovdacloudz"
"911069284","indivillagetest","0.9200","35597827","genuine","genuine",,"genuine accounts","genuine accounts","44660556","abovdacloudz"
"911069285","neodev","0.8800","29879245","spambot","spambot",,"traditional spambots","traditional spambots #4","44690829","tmj_zaf_jobs"
"911069285","instagc","0.7857","33434416","spambot","spambot",,"traditional spambots","traditional spambots #4","44690829","tmj_zaf_jobs"
"911069285","indivillagetest","0.9048","33573033","spambot","spambot",,"traditional spambots","traditional spambots #4","44690829","tmj_zaf_jobs"
"911069286","clixsense","0.8800","30063176","spambot","spambot",,"traditional spambots","traditional spambots #4","44691741","tmj_cri_jobs"
"911069286","elite","0.9200","32055229","spambot","spambot",,"traditional spambots","traditional spambots #4","44691741","tmj_cri_jobs"
"911069286","neodev","0.8800","35789441","spambot","spambot",,"traditional spambots","traditional spambots #4","44691741","tmj_cri_jobs"
"911069287","clixsense","0.9200","32987051","spambot","spambot",,"traditional spambots","traditional spambots #4","44693355","tmj_slo_jobs"
"911069287","elite","1.0000","33018241","spambot","spambot",,"traditional spambots","traditional spambots #4","44693355","tmj_slo_jobs"
"911069287","clixsense","0.8095","33468308","spambot","spambot",,"traditional spambots","traditional spambots #4","44693355","tmj_slo_jobs"
"911069288","prizerebel","0.9200","29881713","spambot","spambot",,"traditional spambots","traditional spambots #4","45143658","tmj_isr_jobs"
"911069288","clixsense","0.8400","30394474","genuine","spambot",,"traditional spambots","traditional spambots #4","45143658","tmj_isr_jobs"
"911069288","elite","0.8400","36828689","spambot","spambot",,"traditional spambots","traditional spambots #4","45143658","tmj_isr_jobs"
"911069289","elite","0.8824","27254741","genuine","spambot",,"traditional spambots","traditional spambots #4","45143768","tmj_qat_jobs"
"911069289","clixsense","0.8400","30381282","spambot","spambot",,"traditional spambots","traditional spambots #4","45143768","tmj_qat_jobs"
"911069289","clixsense","0.9000","31027621","spambot","spambot",,"traditional spambots","traditional spambots #4","45143768","tmj_qat_jobs"
"911069290","clixsense","0.8400","6420707","genuine","genuine",,"genuine accounts","genuine accounts","45186390","vaniefontanilla"
"911069290","elite","0.8824","31567092","spambot","genuine",,"genuine accounts","genuine accounts","45186390","vaniefontanilla"
"911069290","elite","0.8400","31807945","genuine","genuine",,"genuine accounts","genuine accounts","45186390","vaniefontanilla"
"911069291","elite","0.9200","33061375","genuine","genuine",,"genuine accounts","genuine accounts","45449023","Cind3r3llaL0v3"
"911069291","elite","0.9200","35357755","genuine","genuine",,"genuine accounts","genuine accounts","45449023","Cind3r3llaL0v3"
"911069291","neodev","0.8800","35789441","genuine","genuine",,"genuine accounts","genuine accounts","45449023","Cind3r3llaL0v3"
"911069292","clixsense","0.7600","31018974","genuine","genuine",,"genuine accounts","genuine accounts","45627569","JayandSteve"
"911069292","elite","0.8400","33927390","genuine","genuine",,"genuine accounts","genuine accounts","45627569","JayandSteve"
"911069292","gifthunterclub","0.9600","34036027","spambot","genuine",,"genuine accounts","genuine accounts","45627569","JayandSteve"
"911069293","neodev","0.9600","34519107","spambot","genuine",,"genuine accounts","genuine accounts","45859110","giannprincesa"
"911069293","clixsense","0.9200","35604272","genuine","genuine",,"genuine accounts","genuine accounts","45859110","giannprincesa"
"911069293","clixsense","0.9200","36325782","genuine","genuine",,"genuine accounts","genuine accounts","45859110","giannprincesa"
"911069294","elite","0.9091","34744709","spambot","spambot",,"traditional spambots","traditional spambots #4","46166172","tmj_ded_jobs"
"911069294","neodev","0.8800","35188541","spambot","spambot",,"traditional spambots","traditional spambots #4","46166172","tmj_ded_jobs"
"911069294","elite","1.0000","36163077","spambot","spambot",,"traditional spambots","traditional spambots #4","46166172","tmj_ded_jobs"
"911069295","neodev","0.9200","11066121","genuine","genuine",,"genuine accounts","genuine accounts","46331521","RoyRy_"
"911069295","clixsense","0.8400","34600589","genuine","genuine",,"genuine accounts","genuine accounts","46331521","RoyRy_"
"911069295","indivillagetest","0.9600","35597784","spambot","genuine",,"genuine accounts","genuine accounts","46331521","RoyRy_"
"911069296","clixsense","0.8889","27957115","genuine","genuine",,"genuine accounts","genuine accounts","46751718","Trapdollazmanny"
"911069296","clixsense","0.8333","31432360","genuine","genuine",,"genuine accounts","genuine accounts","46751718","Trapdollazmanny"
"911069296","neodev","1.0000","36537591","genuine","genuine",,"genuine accounts","genuine accounts","46751718","Trapdollazmanny"
"911069297","clixsense","0.8000","18840258","genuine","genuine",,"genuine accounts","genuine accounts","46841328","DurkCor3Corpse"
"911069297","neodev","0.8800","27790533","genuine","genuine",,"genuine accounts","genuine accounts","46841328","DurkCor3Corpse"
"911069297","neodev","0.8800","35002805","genuine","genuine",,"genuine accounts","genuine accounts","46841328","DurkCor3Corpse"
"911069298","prizerebel","0.9200","29881713","spambot","spambot",,"traditional spambots","traditional spambots #4","46949180","tmj_mexm_jobs"
"911069298","clixsense","0.9200","33088110","spambot","spambot",,"traditional spambots","traditional spambots #4","46949180","tmj_mexm_jobs"
"911069298","clixsense","0.9600","33827492","spambot","spambot",,"traditional spambots","traditional spambots #4","46949180","tmj_mexm_jobs"
"911069299","clixsense","0.7778","30746277","spambot","spambot",,"traditional spambots","traditional spambots #4","46949278","tmj_mexo_jobs"
"911069299","clixsense","0.9048","32840614","spambot","spambot",,"traditional spambots","traditional spambots #4","46949278","tmj_mexo_jobs"
"911069299","instagc","1.0000","34367456","spambot","spambot",,"traditional spambots","traditional spambots #4","46949278","tmj_mexo_jobs"
"911069300","clixsense","0.8000","31821164","spambot","spambot",,"traditional spambots","traditional spambots #4","46949366","tmj_mexg_jobs"
"911069300","elite","0.9200","31858799","unable","spambot","There is no tweet","traditional spambots","traditional spambots #4","46949366","tmj_mexg_jobs"
"911069300","elite","0.9200","33934998","spambot","spambot",,"traditional spambots","traditional spambots #4","46949366","tmj_mexg_jobs"
"911069301","clixsense","1.0000","30301541","genuine","genuine",,"genuine accounts","genuine accounts","46961288","Malicious_Hero"
"911069301","clixsense","0.8125","31607024","spambot","genuine",,"genuine accounts","genuine accounts","46961288","Malicious_Hero"
"911069301","neodev","0.7619","34971716","genuine","genuine",,"genuine accounts","genuine accounts","46961288","Malicious_Hero"
"911069302","elite","0.9200","33102233","genuine","genuine",,"genuine accounts","genuine accounts","47291639","SlumberlandRecs"
"911069302","elite","0.9600","34126175","genuine","genuine",,"genuine accounts","genuine accounts","47291639","SlumberlandRecs"
"911069302","elite","0.8800","34692791","spambot","genuine",,"genuine accounts","genuine accounts","47291639","SlumberlandRecs"
"911069303","neodev","1.0000","30571937","genuine","genuine",,"genuine accounts","genuine accounts","47417665","ruw2117"
"911069303","neodev","0.9200","31450350","genuine","genuine",,"genuine accounts","genuine accounts","47417665","ruw2117"
"911069303","elite","0.8400","36828689","genuine","genuine",,"genuine accounts","genuine accounts","47417665","ruw2117"
"911069305","neodev","0.8800","29879245","spambot","spambot",,"traditional spambots","traditional spambots #4","47496166","tmj_orl_cosmo"
"911069305","elite","0.9200","32055229","spambot","spambot",,"traditional spambots","traditional spambots #4","47496166","tmj_orl_cosmo"
"911069305","neodev","0.8800","35789441","spambot","spambot",,"traditional spambots","traditional spambots #4","47496166","tmj_orl_cosmo"
"911069306","clixsense","0.9286","29807478","spambot","spambot",,"traditional spambots","traditional spambots #4","47525584","tmj_orf_cosmo"
"911069306","indivillagetest","0.9091","35597742","spambot","spambot",,"traditional spambots","traditional spambots #4","47525584","tmj_orf_cosmo"
"911069306","indivillagetest","0.9200","35598752","spambot","spambot",,"traditional spambots","traditional spambots #4","47525584","tmj_orf_cosmo"
"911069307","clixsense","0.8800","9509334","genuine","genuine",,"genuine accounts","genuine accounts","47740610","priyvh"
"911069307","clixsense","0.8000","18840258","genuine","genuine",,"genuine accounts","genuine accounts","47740610","priyvh"
"911069307","indivillagetest","1.0000","35598762","genuine","genuine",,"genuine accounts","genuine accounts","47740610","priyvh"
"911069308","neodev","0.8400","21456214","spambot","spambot",,"traditional spambots","traditional spambots #4","47753900","tmj_har_cosmo"
"911069308","elite","0.8800","32253860","spambot","spambot",,"traditional spambots","traditional spambots #4","47753900","tmj_har_cosmo"
"911069308","indivillagetest","0.9200","35597727","spambot","spambot",,"traditional spambots","traditional spambots #4","47753900","tmj_har_cosmo"
"911069309","neodev","0.9200","33699696","genuine","genuine",,"genuine accounts","genuine accounts","48008292","miscastdice"
"911069309","neodev","0.9200","34443633","genuine","genuine",,"genuine accounts","genuine accounts","48008292","miscastdice"
"911069309","clixsense","0.9200","35792870","genuine","genuine",,"genuine accounts","genuine accounts","48008292","miscastdice"
"911069310","neodev","0.8800","29454527","genuine","genuine",,"genuine accounts","genuine accounts","48213787","TrillButterfly"
"911069310","neodev","0.8800","29925040","genuine","genuine",,"genuine accounts","genuine accounts","48213787","TrillButterfly"
"911069310","elite","0.9091","34744709","genuine","genuine",,"genuine accounts","genuine accounts","48213787","TrillButterfly"
"911069311","neodev","0.9200","12216479","genuine","genuine",,"genuine accounts","genuine accounts","48515636","luisgrado"
"911069311","indivillagetest","0.8000","32868243","genuine","genuine",,"genuine accounts","genuine accounts","48515636","luisgrado"
"911069311","clixsense","1.0000","36401912","genuine","genuine",,"genuine accounts","genuine accounts","48515636","luisgrado"
"911069312","clixsense","0.7600","25368258","genuine","genuine",,"genuine accounts","genuine accounts","48552476","Deusraix"
"911069312","neodev","0.8800","35261421","genuine","genuine",,"genuine accounts","genuine accounts","48552476","Deusraix"
"911069312","elite","0.9200","36063465","genuine","genuine",,"genuine accounts","genuine accounts","48552476","Deusraix"
"911069313","clixsense","0.9474","26858370","genuine","genuine",,"genuine accounts","genuine accounts","48587561","mtamezz"
"911069313","clixsense","0.9200","33088110","genuine","genuine",,"genuine accounts","genuine accounts","48587561","mtamezz"
"911069313","clixsense","0.8333","35004629","genuine","genuine",,"genuine accounts","genuine accounts","48587561","mtamezz"
"911069314","clixsense","1.0000","8057247","genuine","genuine",,"genuine accounts","genuine accounts","48726258","deepusebastian"
"911069314","elite","0.8800","34692791","spambot","genuine",,"genuine accounts","genuine accounts","48726258","deepusebastian"
"911069314","elite","0.7600","36327761","genuine","genuine",,"genuine accounts","genuine accounts","48726258","deepusebastian"
"911069315","neodev","0.9200","34114378","genuine","genuine",,"genuine accounts","genuine accounts","48806695","jcrhea"
"911069315","indivillagetest","0.8800","34391904","spambot","genuine",,"genuine accounts","genuine accounts","48806695","jcrhea"
"911069315","neodev","0.9200","34899585","genuine","genuine",,"genuine accounts","genuine accounts","48806695","jcrhea"
"911069316","clixsense","0.8400","30394474","genuine","genuine",,"genuine accounts","genuine accounts","48896966","veranobitha"
"911069316","neodev","0.9200","31450350","genuine","genuine",,"genuine accounts","genuine accounts","48896966","veranobitha"
"911069316","neodev","0.8000","32462208","genuine","genuine",,"genuine accounts","genuine accounts","48896966","veranobitha"
"911069317","neodev","0.8400","30230665","spambot","genuine",,"genuine accounts","genuine accounts","49191725","slimpiggy71"
"911069317","clixsense","0.9200","35792870","spambot","genuine",,"genuine accounts","genuine accounts","49191725","slimpiggy71"
"911069317","clixsense","0.8800","36130898","spambot","genuine",,"genuine accounts","genuine accounts","49191725","slimpiggy71"
"911069318","clixsense","0.9200","33088110","genuine","genuine",,"genuine accounts","genuine accounts","49240687","nateswellvilla"
"911069318","neodev","0.9200","34114378","genuine","genuine",,"genuine accounts","genuine accounts","49240687","nateswellvilla"
"911069318","neodev","0.9600","34519107","genuine","genuine",,"genuine accounts","genuine accounts","49240687","nateswellvilla"
"911069319","clixsense","0.9375","7690577","spambot","spambot",,"traditional spambots","traditional spambots #4","49548467","tmj_nza_jobs"
"911069319","neodev","0.8800","29879245","spambot","spambot",,"traditional spambots","traditional spambots #4","49548467","tmj_nza_jobs"
"911069319","elite","0.9200","33056876","genuine","spambot",,"traditional spambots","traditional spambots #4","49548467","tmj_nza_jobs"
"911069320","neodev","0.8800","29454527","spambot","spambot",,"traditional spambots","traditional spambots #4","49548810","tmj_nzl_jobs"
"911069320","gifthunterclub","0.9600","34036027","spambot","spambot",,"traditional spambots","traditional spambots #4","49548810","tmj_nzl_jobs"
"911069320","neodev","0.8800","35188541","spambot","spambot",,"traditional spambots","traditional spambots #4","49548810","tmj_nzl_jobs"
"911069321","clixsense","0.8000","28351359","genuine","genuine",,"genuine accounts","genuine accounts","49691940","Kingxtra"
"911069321","clixsense","0.9231","31372011","genuine","genuine",,"genuine accounts","genuine accounts","49691940","Kingxtra"
"911069321","indivillagetest","0.9200","35597827","genuine","genuine",,"genuine accounts","genuine accounts","49691940","Kingxtra"
"911069322","elite","0.8800","31039900","spambot","spambot",,"traditional spambots","traditional spambots #4","49840833","tmj_caw_mgmt"
"911069322","elite","0.8000","35599549","spambot","spambot",,"traditional spambots","traditional spambots #4","49840833","tmj_caw_mgmt"
"911069322","elite","1.0000","35612835","spambot","spambot",,"traditional spambots","traditional spambots #4","49840833","tmj_caw_mgmt"
"911069323","clixsense","0.9200","19432037","spambot","spambot",,"traditional spambots","traditional spambots #4","49853823","tmj_caw_cstsrv"
"911069323","elite","0.9600","31605010","spambot","spambot",,"traditional spambots","traditional spambots #4","49853823","tmj_caw_cstsrv"
"911069323","clixsense","0.7368","34908976","spambot","spambot",,"traditional spambots","traditional spambots #4","49853823","tmj_caw_cstsrv"
"911069324","elite","0.8800","31039900","genuine","genuine",,"genuine accounts","genuine accounts","50252197","Kanushree"
"911069324","indivillagetest","0.8800","34391904","spambot","genuine",,"genuine accounts","genuine accounts","50252197","Kanushree"
"911069324","elite","0.9200","36063465","genuine","genuine",,"genuine accounts","genuine accounts","50252197","Kanushree"
"911069325","neodev","0.9200","28375885","unable","genuine","protected tweets","genuine accounts","genuine accounts","50357236","MiiiGoh"
"911069325","elite","0.8800","34692791","unable","genuine","The person named jamie masson Tweets are h","genuine accounts","genuine accounts","50357236","MiiiGoh"
"911069325","neodev","0.8800","35789441","unable","genuine","secret account","genuine accounts","genuine accounts","50357236","MiiiGoh"
"911069326","clixsense","0.8000","31821164","spambot","spambot",,"traditional spambots","traditional spambots #4","50382485","tmj_caw_jobs"
"911069326","indivillagetest","0.9200","35597727","spambot","spambot",,"traditional spambots","traditional spambots #4","50382485","tmj_caw_jobs"
"911069326","neodev","0.7600","36130042","spambot","spambot",,"traditional spambots","traditional spambots #4","50382485","tmj_caw_jobs"
"911069327","clixsense","0.8000","18840258","spambot","spambot",,"traditional spambots","traditional spambots #4","50552079","tmj_tun_jobs"
"911069327","elite","0.8400","31641410","spambot","spambot",,"traditional spambots","traditional spambots #4","50552079","tmj_tun_jobs"
"911069327","elite","0.8800","32717608","spambot","spambot",,"traditional spambots","traditional spambots #4","50552079","tmj_tun_jobs"
"911069328","tremorgames","0.9600","19953423","spambot","spambot",,"traditional spambots","traditional spambots #4","50552240","tmj_cze_jobs"
"911069328","elite","0.8800","32253860","spambot","spambot",,"traditional spambots","traditional spambots #4","50552240","tmj_cze_jobs"
"911069328","neodev","0.8800","35188541","spambot","spambot",,"traditional spambots","traditional spambots #4","50552240","tmj_cze_jobs"
"911069329","clixsense","1.0000","30301541","spambot","spambot",,"traditional spambots","traditional spambots #4","50552475","tmj_pan_jobs"
"911069329","indivillagetest","0.8000","32868243","spambot","spambot",,"traditional spambots","traditional spambots #4","50552475","tmj_pan_jobs"
"911069329","indivillagetest","0.9167","35077324","spambot","spambot",,"traditional spambots","traditional spambots #4","50552475","tmj_pan_jobs"
"911069330","neodev","0.9200","11066121","spambot","spambot",,"traditional spambots","traditional spambots #4","50552654","tmj_tur_jobs"
"911069330","elite","0.7600","29829226","spambot","spambot",,"traditional spambots","traditional spambots #4","50552654","tmj_tur_jobs"
"911069330","tremorgames","0.8400","32566236","spambot","spambot",,"traditional spambots","traditional spambots #4","50552654","tmj_tur_jobs"
"911069331","elite","1.0000","33271751","genuine","genuine",,"genuine accounts","genuine accounts","50606582","ashkaul33"
"911069331","elite","0.9091","34744709","genuine","genuine",,"genuine accounts","genuine accounts","50606582","ashkaul33"
"911069331","clixsense","0.8800","36130898","genuine","genuine",,"genuine accounts","genuine accounts","50606582","ashkaul33"
"911069332","clixsense","0.8800","31632154","genuine","genuine",,"genuine accounts","genuine accounts","50901303","guyfromsamoa"
"911069332","clixsense","0.7778","35075491","genuine","genuine",,"genuine accounts","genuine accounts","50901303","guyfromsamoa"
"911069332","indivillagetest","0.9200","35597827","genuine","genuine",,"genuine accounts","genuine accounts","50901303","guyfromsamoa"
"911069333","clixsense","0.8400","30394474","genuine","genuine",,"genuine accounts","genuine accounts","51381838","khuranaishu"
"911069333","elite","0.8400","31641410","genuine","genuine",,"genuine accounts","genuine accounts","51381838","khuranaishu"
"911069333","elite","0.9200","32068606","genuine","genuine",,"genuine accounts","genuine accounts","51381838","khuranaishu"
"911069334","tremorgames","0.8800","32420251","genuine","genuine",,"genuine accounts","genuine accounts","51746937","marcialgalaxio"
"911069334","clixsense","0.7368","34908976","genuine","genuine",,"genuine accounts","genuine accounts","51746937","marcialgalaxio"
"911069334","elite","0.9231","36324094","genuine","genuine",,"genuine accounts","genuine accounts","51746937","marcialgalaxio"
"911069335","neodev","0.8800","20045399","spambot","spambot",,"traditional spambots","traditional spambots #4","51949191","tmj_hkg_jobs"
"911069335","neodev","0.8800","35188541","spambot","spambot",,"traditional spambots","traditional spambots #4","51949191","tmj_hkg_jobs"
"911069335","elite","1.0000","36163077","spambot","spambot",,"traditional spambots","traditional spambots #4","51949191","tmj_hkg_jobs"
"911069336","clixsense","0.9200","31783133","genuine","genuine",,"genuine accounts","genuine accounts","52220699","peterlevels"
"911069336","elite","0.9600","34327306","genuine","genuine",,"genuine accounts","genuine accounts","52220699","peterlevels"
"911069336","indivillagetest","0.8800","34391904","spambot","genuine",,"genuine accounts","genuine accounts","52220699","peterlevels"
"911069337","neodev","0.8800","22429869","genuine","genuine",,"genuine accounts","genuine accounts","52660118","IMshai"
"911069337","neodev","0.8800","27790533","genuine","genuine",,"genuine accounts","genuine accounts","52660118","IMshai"
"911069337","elite","0.9200","33934998","genuine","genuine",,"genuine accounts","genuine accounts","52660118","IMshai"
"911069338","elite","0.8800","27696094","unable","genuine","deleted accounts","genuine accounts","genuine accounts","52929021","868RudeBoi"
"911069338","elite","0.8800","30688710","unable","genuine","broken","genuine accounts","genuine accounts","52929021","868RudeBoi"
"911069338","elite","0.7600","36327761","unable","genuine","the profile does not exist","genuine accounts","genuine accounts","52929021","868RudeBoi"
"911069339","neodev","0.8400","21456214","genuine","genuine",,"genuine accounts","genuine accounts","53375745","daniel_schuster"
"911069339","clixsense","1.0000","23188187","genuine","genuine",,"genuine accounts","genuine accounts","53375745","daniel_schuster"
"911069339","clixsense","0.9200","26325774","genuine","genuine",,"genuine accounts","genuine accounts","53375745","daniel_schuster"
"911069340","neodev","0.8800","33117353","genuine","genuine",,"genuine accounts","genuine accounts","53414756","auryi"
"911069340","clixsense","0.8947","35108698","genuine","genuine",,"genuine accounts","genuine accounts","53414756","auryi"
"911069340","elite","0.9200","36063465","genuine","genuine",,"genuine accounts","genuine accounts","53414756","auryi"
"911069341","elite","0.9600","30453294","genuine","genuine",,"genuine accounts","genuine accounts","54252876","reedjsVI"
"911069341","neodev","0.9200","33801985","genuine","genuine",,"genuine accounts","genuine accounts","54252876","reedjsVI"
"911069341","elite","0.9600","34151918","genuine","genuine",,"genuine accounts","genuine accounts","54252876","reedjsVI"
"911069342","clixsense","0.9333","21459945","genuine","genuine",,"genuine accounts","genuine accounts","54316606","marinalapotor"
"911069342","indivillagetest","0.9200","32717071","genuine","genuine",,"genuine accounts","genuine accounts","54316606","marinalapotor"
"911069342","indivillagetest","0.8235","35597733","genuine","genuine",,"genuine accounts","genuine accounts","54316606","marinalapotor"
"911069343","neodev","0.8400","21456214","spambot","spambot",,"traditional spambots","traditional spambots #4","54774736","tmj_orl_realest"
"911069343","neodev","0.8400","30230665","spambot","spambot",,"traditional spambots","traditional spambots #4","54774736","tmj_orl_realest"
"911069343","clixsense","0.8095","33468308","spambot","spambot",,"traditional spambots","traditional spambots #4","54774736","tmj_orl_realest"
"911069344","elite","0.9200","31858799","unable","genuine","protected account","genuine accounts","genuine accounts","55288629","rkgirl12"
"911069344","indivillagetest","0.9200","35597774","unable","genuine","Tweets are protected.","genuine accounts","genuine accounts","55288629","rkgirl12"
"911069344","elite","0.8400","36745135","genuine","genuine",,"genuine accounts","genuine accounts","55288629","rkgirl12"
"911069345","neodev","0.8400","21456214","genuine","genuine",,"genuine accounts","genuine accounts","55431252","ichtusknex"
"911069345","elite","1.0000","33271751","genuine","genuine",,"genuine accounts","genuine accounts","55431252","ichtusknex"
"911069345","neodev","0.9200","36123238","genuine","genuine",,"genuine accounts","genuine accounts","55431252","ichtusknex"
"911069346","clixsense","0.8333","6354213","genuine","genuine",,"genuine accounts","genuine accounts","55486822","sarahmezaa"
"911069346","clixsense","0.8000","19629221","genuine","genuine",,"genuine accounts","genuine accounts","55486822","sarahmezaa"
"911069346","prodege","0.8000","36448777","genuine","genuine",,"genuine accounts","genuine accounts","55486822","sarahmezaa"
"911069347","instagc","0.9600","21269635","genuine","genuine",,"genuine accounts","genuine accounts","55645968","MrGaryCooper"
"911069347","elite","0.8800","32717608","genuine","genuine",,"genuine accounts","genuine accounts","55645968","MrGaryCooper"
"911069347","elite","0.9200","33102233","genuine","genuine",,"genuine accounts","genuine accounts","55645968","MrGaryCooper"
"911069348","elite","0.8800","30688710","spambot","spambot",,"traditional spambots","traditional spambots #3","55885962","TweetRewards576"
"911069348","clixsense","0.9000","31027621","spambot","spambot",,"traditional spambots","traditional spambots #3","55885962","TweetRewards576"
"911069348","elite","0.8824","31567092","spambot","spambot",,"traditional spambots","traditional spambots #3","55885962","TweetRewards576"
"911069349","tremorgames","0.8889","32067405","spambot","spambot",,"traditional spambots","traditional spambots #3","55886479","TweetRewards809"
"911069349","elite","0.8400","32964147","genuine","spambot",,"traditional spambots","traditional spambots #3","55886479","TweetRewards809"
"911069349","indivillagetest","0.9200","35597774","spambot","spambot",,"traditional spambots","traditional spambots #3","55886479","TweetRewards809"
"911069350","tremorgames","0.9200","30129659","spambot","spambot",,"traditional spambots","traditional spambots #3","55886502","TweetRewards991"
"911069350","clixsense","0.9231","31372011","spambot","spambot",,"traditional spambots","traditional spambots #3","55886502","TweetRewards991"
"911069350","neodev","0.8000","33155316","spambot","spambot",,"traditional spambots","traditional spambots #3","55886502","TweetRewards991"
"911069351","elite","0.9200","32068606","spambot","spambot",,"traditional spambots","traditional spambots #3","55901488","TweetRewards680"
"911069351","elite","0.9200","33934998","spambot","spambot",,"traditional spambots","traditional spambots #3","55901488","TweetRewards680"
"911069351","elite","1.0000","34684472","spambot","spambot",,"traditional spambots","traditional spambots #3","55901488","TweetRewards680"
"911069352","neodev","0.8800","22429869","spambot","spambot",,"traditional spambots","traditional spambots #3","55902052","TweetRewards552"
"911069352","elite","0.9600","30871416","spambot","spambot",,"traditional spambots","traditional spambots #3","55902052","TweetRewards552"
"911069352","elite","0.9200","33934998","spambot","spambot",,"traditional spambots","traditional spambots #3","55902052","TweetRewards552"
"911069353","elite","0.9200","33061375","genuine","spambot",,"traditional spambots","traditional spambots #3","55902182","TweetRewards159"
"911069353","elite","0.9600","34327306","spambot","spambot",,"traditional spambots","traditional spambots #3","55902182","TweetRewards159"
"911069353","clixsense","1.0000","36401912","spambot","spambot",,"traditional spambots","traditional spambots #3","55902182","TweetRewards159"
"911069354","neodev","0.9500","35056220","unable","spambot","Only one tweet","traditional spambots","traditional spambots #3","55902306","TweetRewards571"
"911069354","neodev","0.8000","35831943","spambot","spambot",,"traditional spambots","traditional spambots #3","55902306","TweetRewards571"
