"crowdflower_id","trusted_answers","last_answer_at","class","class_confidence","ground_truth_class","comments","account_type","dataset","twitter_user_id","twitter_screen_name"
"911069528","3","2016-04-04 11:25:54","genuine","0.6522","genuine",,"genuine accounts","genuine accounts","69991603","AYODELE7"
"911069529","3","2016-04-04 11:15:36","genuine","1.0000","spambot",,"traditional spambots","traditional spambots #4","70038696","tmj_wvc_mgmt"
"911069530","3","2016-04-04 11:44:28","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","70142270","mrgn94"
"911069531","3","2016-04-04 11:28:22","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","70275137","tmj_bgd_jobs"
"911069532","3","2016-04-04 11:35:12","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","70336602","trishamaejane"
"911069533","3","2016-04-04 13:58:09","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","70386350","rapabinal"
"911069534","3","2016-04-04 14:29:43","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","70557274","KenjiSugiyama"
"911069535","3","2016-04-04 11:50:21","spambot","0.6670","spambot",,"traditional spambots","traditional spambots #4","70791493","tmj_wvc_cstsrv"
"911069536","3","2016-04-04 11:26:23","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","71074298","TickleMyTwitt3r"
"911069537","3","2016-04-04 11:03:18","spambot","0.6479","spambot",,"traditional spambots","traditional spambots #4","71448746","tmj_pdx_cstsrv"
"911069538","3","2016-04-04 11:48:04","spambot","0.6508","spambot",,"traditional spambots","traditional spambots #4","71467598","tmj_ben_jobs"
"911069539","3","2016-04-04 10:54:01","genuine","0.6308","spambot",,"traditional spambots","traditional spambots #4","71543842","tmj_clt_cstsrv"
"911069540","3","2016-04-04 10:32:25","spambot","0.6818","spambot",,"traditional spambots","traditional spambots #4","71633088","tmj_rdu_cstsrv"
"911069541","3","2016-04-04 11:58:11","spambot","0.6768","spambot",,"traditional spambots","traditional spambots #4","71633619","tmj_sfo_cstsrv"
"911069542","3","2016-04-04 11:50:46","spambot","0.6748","spambot",,"traditional spambots","traditional spambots #4","71635706","tmj_DC_cstsrv"
"911069543","3","2016-04-04 10:52:53","genuine","0.6452","spambot",,"traditional spambots","traditional spambots #4","71713344","tmj_jax_cstsrv"
"911069544","3","2016-04-04 10:58:57","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","71714874","tmj_chi_cstsrv"
"911069545","3","2016-04-04 10:18:40","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71719032","tmj_bos_cstsrv"
"911069546","3","2016-04-04 10:20:28","spambot","0.6805","spambot",,"traditional spambots","traditional spambots #4","71720583","tmj_dfw_cstsrv"
"911069547","3","2016-04-04 11:51:32","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71720955","tmj_nyc_cstsrv"
"911069548","3","2016-04-04 11:15:32","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71721845","tmj_chh_cstsrv"
"911069549","3","2016-04-04 11:13:05","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","71722242","tmj_bal_cstsrv"
"911069550","3","2016-04-04 11:12:30","spambot","0.6923","spambot",,"traditional spambots","traditional spambots #4","71722682","tmj_mgm_cstsrv"
"911069551","3","2016-04-04 10:37:12","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71723093","tmj_lax_cstsrv"
"911069552","3","2016-04-04 11:21:09","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71723952","tmj_atl_cstsrv"
"911069553","3","2016-04-04 14:30:06","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71724410","tmj_bhm_cstsrv"
"911069554","3","2016-04-04 11:48:06","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","71762592","bismaakbar"
"911069555","3","2016-04-04 11:51:02","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71792103","tmj_gta_cstsrv"
"911069556","3","2016-04-04 11:11:17","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71793339","tmj_van_cstsrv"
"911069557","3","2016-04-04 11:53:51","genuine","0.6374","spambot",,"traditional spambots","traditional spambots #4","71793700","tmj_edm_cstsrv"
"911069558","3","2016-04-04 10:39:21","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","71794008","tmj_cal_cstsrv"
"911069559","3","2016-04-04 11:00:34","spambot","0.6984","spambot",,"traditional spambots","traditional spambots #4","71795134","tmj_NJN_cstsrv"
"911069560","3","2016-04-04 10:25:40","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71821469","tmj_tpa_cstsrv"
"911069561","3","2016-04-04 11:58:50","spambot","0.7188","spambot",,"traditional spambots","traditional spambots #4","71822093","tmj_okc_cstsrv"
"911069562","3","2016-04-04 11:11:58","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71822718","tmj_tul_cstsrv"
"911069563","3","2016-04-04 11:32:48","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71823547","tmj_njc_cstsrv"
"911069564","3","2016-04-04 11:20:21","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71825498","tmj_hou_cstsrv"
"911069565","3","2016-04-04 10:34:59","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71826144","tmj_njs_cstsrv"
"911069566","3","2016-04-04 10:42:31","spambot","0.6377","spambot",,"traditional spambots","traditional spambots #4","71826811","tmj_aus_cstsrv"
"911069567","3","2016-04-04 11:37:58","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71827366","tmj_nya_cstsrv"
"911069568","3","2016-04-04 10:46:41","spambot","0.6765","spambot",,"traditional spambots","traditional spambots #4","71940079","tmj_sea_cstsrv"
"911069569","3","2016-04-04 10:59:39","genuine","0.6515","spambot",,"traditional spambots","traditional spambots #4","71940639","tmj_slc_cstsrv"
"911069570","3","2016-04-04 12:00:21","spambot","0.7164","spambot",,"traditional spambots","traditional spambots #4","71941029","tmj_den_cstsrv"
"911069571","3","2016-04-04 11:56:04","spambot","0.6711","spambot",,"traditional spambots","traditional spambots #4","71942015","tmj_cle_cstsrv"
"911069572","3","2016-04-04 10:28:00","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71942673","tmj_msp_cstsrv"
"911069573","3","2016-04-04 11:26:41","spambot","0.6703","spambot",,"traditional spambots","traditional spambots #4","71943150","tmj_phx_cstsrv"
"911069574","3","2016-04-04 11:31:36","spambot","0.6575","spambot",,"traditional spambots","traditional spambots #4","71943510","tmj_phl_cstsrv"
"911069575","3","2016-04-04 11:42:46","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","71945350","tmj_sat_cstsrv"
"911069576","3","2016-04-04 11:16:35","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71946353","tmj_san_cstsrv"
"911069577","3","2016-04-04 10:52:22","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","71946774","tmj_sjc_cstsrv"
"911069578","3","2016-04-04 10:26:20","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71947433","tmj_dtw_cstsrv"
"911069579","3","2016-04-04 11:21:47","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71947812","tmj_ind_cstsrv"
"911069580","3","2016-04-04 11:23:33","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71948079","tmj_mem_cstsrv"
"911069581","3","2016-04-04 11:49:56","spambot","0.6625","spambot",,"traditional spambots","traditional spambots #4","71948302","tmj_elp_cstsrv"
"911069582","3","2016-04-04 10:39:18","spambot","0.6418","spambot",,"traditional spambots","traditional spambots #4","71948502","tmj_mke_cstsrv"
"911069583","3","2016-04-04 10:52:28","spambot","0.6769","spambot",,"traditional spambots","traditional spambots #4","71948834","tmj_bna_cstsrv"
"911069584","3","2016-04-04 11:05:42","genuine","0.6610","spambot",,"traditional spambots","traditional spambots #4","71949911","tmj_las_cstsrv"
"911069585","3","2016-04-04 11:25:29","genuine","0.7031","spambot",,"traditional spambots","traditional spambots #4","71950509","tmj_sdf_cstsrv"
"911069586","3","2016-04-04 11:05:28","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71951121","tmj_tuc_cstsrv"
"911069587","3","2016-04-04 11:58:28","genuine","0.7016","spambot",,"traditional spambots","traditional spambots #4","71952125","tmj_cin_cstsrv"
"911069588","3","2016-04-04 11:51:19","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71952910","tmj_cae_cstsrv"
"911069589","3","2016-04-04 11:17:22","spambot","0.6493","spambot",,"traditional spambots","traditional spambots #4","71957138","tmj_inh_cstsrv"
"911069590","3","2016-04-04 11:55:39","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71957610","tmj_orl_cstsrv"
"911069591","3","2016-04-04 11:47:59","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71957997","tmj_brl_cstsrv"
"911069592","3","2016-04-04 11:26:17","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71958426","tmj_mia_cstsrv"
"911069593","3","2016-04-04 11:32:54","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","71958892","tmj_hon_cstsrv"
"911069594","3","2016-04-04 11:50:07","spambot","0.6698","spambot",,"traditional spambots","traditional spambots #4","71959619","tmj_sac_cstsrv"
"911069595","3","2016-04-04 11:37:06","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71960181","tmj_abq_cstsrv"
"911069596","3","2016-04-04 12:01:14","genuine","0.6324","spambot",,"traditional spambots","traditional spambots #4","71960479","tmj_kan_cstsrv"
"911069597","3","2016-04-04 11:14:45","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71960811","tmj_fre_cstsrv"
"911069598","3","2016-04-04 11:01:39","genuine","0.6616","spambot",,"traditional spambots","traditional spambots #4","71961116","tmj_orf_cstsrv"
"911069599","3","2016-04-04 12:00:28","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71961377","tmj_pit_cstsrv"
"911069600","3","2016-04-04 10:46:09","spambot","0.6787","spambot",,"traditional spambots","traditional spambots #4","71962094","tmj_buf_cstsrv"
"911069601","3","2016-04-04 10:45:43","spambot","0.6774","spambot",,"traditional spambots","traditional spambots #4","71962658","tmj_fay_cstsrv"
"911069602","3","2016-04-04 11:46:20","spambot","0.6716","spambot",,"traditional spambots","traditional spambots #4","71962913","tmj_ash_cstsrv"
"911069603","3","2016-04-04 11:30:38","spambot","0.6686","spambot",,"traditional spambots","traditional spambots #4","71963159","tmj_wil_cstsrv"
"911069604","3","2016-04-04 10:41:28","genuine","0.6667","spambot",,"traditional spambots","traditional spambots #4","71965099","tmj_AK_cstsrv"
"911069605","3","2016-04-04 11:09:17","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71965476","tmj_AL_cstsrv"
"911069606","3","2016-04-04 11:46:10","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71965722","tmj_AR_cstsrv"
"911069607","3","2016-04-04 11:33:56","spambot","0.6721","spambot",,"traditional spambots","traditional spambots #4","71965991","tmj_AZ_cstsrv"
"911069608","3","2016-04-04 11:13:17","spambot","0.6809","spambot",,"traditional spambots","traditional spambots #4","71966331","tmj_CA_cstsrv"
"911069609","3","2016-04-04 11:32:26","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","71966627","tmj_CO_cstsrv"
"911069610","3","2016-04-04 11:41:35","spambot","0.6866","spambot",,"traditional spambots","traditional spambots #4","71967141","tmj_CT_cstsrv"
"911069611","3","2016-04-04 12:00:14","spambot","0.6877","spambot",,"traditional spambots","traditional spambots #4","71967928","tmj_DE_cstsrv"
"911069612","3","2016-04-04 11:50:53","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71968216","tmj_FL_cstsrv"
"911069613","3","2016-04-04 11:05:37","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71968519","tmj_GA_cstsrv"
"911069614","3","2016-04-04 10:52:45","spambot","0.6429","spambot",,"traditional spambots","traditional spambots #4","71968934","tmj_HI_cstsrv"
"911069615","3","2016-04-04 10:30:09","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71969908","tmj_IA_cstsrv"
"911069616","3","2016-04-04 11:36:36","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71970138","tmj_ID_cstsrv"
"911069617","3","2016-04-04 11:03:48","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","71970336","tmj_IL_cstsrv"
"911069618","3","2016-04-04 10:36:39","spambot","0.6818","spambot",,"traditional spambots","traditional spambots #4","71970659","tmj_IN_cstsrv"
"911069619","3","2016-04-04 10:39:19","spambot","0.6812","spambot",,"traditional spambots","traditional spambots #4","71970886","tmj_KS_cstsrv"
"911069620","3","2016-04-04 11:53:22","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71971270","tmj_KY_cstsrv"
"911069621","3","2016-04-04 11:33:57","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71972199","tmj_LA_cstsrv"
"911069622","3","2016-04-04 10:38:59","spambot","0.6610","spambot",,"traditional spambots","traditional spambots #4","71972709","tmj_MA_cstsrv"
"911069623","3","2016-04-04 11:23:07","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71973010","tmj_MD_cstsrv"
"911069624","3","2016-04-04 11:12:07","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","71973526","tmj_ME_cstsrv"
"911069625","3","2016-04-04 10:14:48","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","71978714","lbpetersen"
"911069626","3","2016-04-04 10:55:23","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","72033272","tmj_MI_cstsrv"
"911069627","3","2016-04-04 10:44:14","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72033768","tmj_MN_cstsrv"
"911069628","3","2016-04-04 10:46:22","genuine","0.6957","spambot",,"traditional spambots","traditional spambots #4","72034382","tmj_MO_cstsrv"
"911069629","3","2016-04-04 11:28:00","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72035277","tmj_MS_cstsrv"
"911069630","3","2016-04-04 10:58:26","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72036243","tmj_MT_cstsrv"
"911069631","3","2016-04-04 10:48:16","spambot","0.7059","spambot",,"traditional spambots","traditional spambots #4","72037091","tmj_NC_cstsrv"
"911069632","3","2016-04-04 11:16:16","spambot","0.6716","spambot",,"traditional spambots","traditional spambots #4","72037571","tmj_ND_cstsrv"
"911069633","3","2016-04-04 10:37:50","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72038724","tmj_NE_cstsrv"
"911069634","3","2016-04-04 10:40:20","spambot","0.6324","spambot",,"traditional spambots","traditional spambots #4","72039433","tmj_NH_cstsrv"
"911069635","3","2016-04-04 11:29:00","spambot","0.6703","spambot",,"traditional spambots","traditional spambots #4","72039881","tmj_NM_cstsrv"
"911069636","3","2016-04-04 11:48:54","spambot","0.6812","spambot",,"traditional spambots","traditional spambots #4","72040404","tmj_NV_cstsrv"
"911069637","3","2016-04-04 10:27:26","spambot","0.6508","spambot",,"traditional spambots","traditional spambots #4","72041194","tmj_NY_cstsrv"
"911069638","3","2016-04-04 12:00:07","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72041990","tmj_OH_cstsrv"
"911069639","3","2016-04-04 12:11:59","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72042541","tmj_OK_cstsrv"
"911069640","3","2016-04-04 14:01:00","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72046598","tmj_OR_cstsrv"
"911069641","3","2016-04-04 10:27:49","spambot","0.6866","spambot",,"traditional spambots","traditional spambots #4","72046929","tmj_PA_cstsrv"
"911069642","3","2016-04-04 12:02:35","spambot","0.6518","spambot",,"traditional spambots","traditional spambots #4","72047396","tmj_RI_cstsrv"
"911069643","3","2016-04-04 11:46:20","spambot","0.6716","spambot",,"traditional spambots","traditional spambots #4","72047877","tmj_SC_cstsrv"
"911069644","3","2016-04-04 10:14:48","spambot","0.6571","spambot",,"traditional spambots","traditional spambots #4","72048503","tmj_SD_cstsrv"
"911069645","3","2016-04-04 11:54:38","spambot","0.6685","spambot",,"traditional spambots","traditional spambots #4","72049030","tmj_TN_cstsrv"
"911069646","3","2016-04-04 10:56:23","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72049410","tmj_TX_cstsrv"
"911069647","3","2016-04-04 11:35:24","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","72053789","tmj_UT_cstsrv"
"911069648","3","2016-04-04 11:20:24","spambot","0.6853","spambot",,"traditional spambots","traditional spambots #4","72054210","tmj_VA_cstsrv"
"911069649","3","2016-04-04 11:22:53","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72054627","tmj_VT_cstsrv"
"911069650","3","2016-04-04 11:39:45","spambot","0.6753","spambot",,"traditional spambots","traditional spambots #4","72055014","tmj_WA_cstsrv"
"911069651","3","2016-04-04 11:38:23","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72055440","tmj_WI_cstsrv"
"911069652","3","2016-04-04 14:06:38","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72055804","tmj_WV_cstsrv"
"911069653","3","2016-04-04 11:09:59","genuine","1.0000","spambot",,"traditional spambots","traditional spambots #4","72059138","tmj_WY_cstsrv"
"911069654","3","2016-04-04 11:35:10","spambot","0.6957","spambot",,"traditional spambots","traditional spambots #4","72060552","tmj_roc_cstsrv"
"911069655","3","2016-04-04 11:39:30","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72068550","tmj_azs_cstsrv"
"911069656","3","2016-04-04 11:34:17","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72069496","tmj_stl_cstsrv"
"911069657","3","2016-04-04 10:40:20","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72070341","tmj_ksw_cstsrv"
"911069658","3","2016-04-04 11:27:06","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72071502","tmj_mop_cstsrv"
"911069659","3","2016-04-04 11:35:10","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72073031","tmj_neo_cstsrv"
"911069660","3","2016-04-04 11:09:14","spambot","0.6957","spambot",,"traditional spambots","traditional spambots #4","72074653","tmj_iac_cstsrv"
"911069661","3","2016-04-04 11:32:13","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72075580","tmj_iad_cstsrv"
"911069662","3","2016-04-04 10:27:52","spambot","0.6761","spambot",,"traditional spambots","traditional spambots #4","72076297","tmj_kyl_cstsrv"
"911069663","3","2016-04-04 10:30:10","spambot","0.6522","spambot",,"traditional spambots","traditional spambots #4","72076822","tmj_nct_cstsrv"
"911069664","3","2016-04-04 11:54:38","spambot","0.6591","spambot",,"traditional spambots","traditional spambots #4","72078906","tmj_idb_cstsrv"
"911069665","3","2016-04-04 11:51:21","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72079499","tmj_ksk_cstsrv"
"911069666","3","2016-04-04 10:26:56","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72081097","tmj_on_cstsrv"
"911069667","3","2016-04-04 10:49:38","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72081716","tmj_rch_cstsrv"
"911069668","3","2016-04-04 10:40:30","spambot","0.6825","spambot",,"traditional spambots","traditional spambots #4","72117548","tmj_nhc_cstsrv"
"911069669","3","2016-04-04 10:30:10","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72164363","tmj_ctg_cstsrv"
"911069670","3","2016-04-04 10:38:29","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","72164935","tmj_cao_cstsrv"
"911069671","3","2016-04-04 11:10:33","spambot","0.6628","spambot",,"traditional spambots","traditional spambots #4","72165407","tmj_mep_cstsrv"
"911069672","3","2016-04-04 11:55:05","spambot","0.6562","spambot",,"traditional spambots","traditional spambots #4","72165786","tmj_wat_cstsrv"
"911069673","3","2016-04-04 10:30:04","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72167433","tmj_ohd_cstsrv"
"911069674","3","2016-04-04 11:14:05","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","72170406","tmj_mon_cstsrv"
"911069675","3","2016-04-04 11:35:32","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72171380","tmj_vap_cstsrv"
"911069676","3","2016-04-04 10:49:02","spambot","0.6944","spambot",,"traditional spambots","traditional spambots #4","72172281","tmj_scc_cstsrv"
"911069677","3","2016-04-04 11:42:33","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72207735","tmj_ils_cstsrv"
"911069678","3","2016-04-04 11:59:21","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72208069","tmj_mit_cstsrv"
"911069679","3","2016-04-04 11:43:57","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72208386","tmj_fld_cstsrv"
"911069680","3","2016-04-04 11:46:05","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72208687","tmj_maw_cstsrv"
"911069681","3","2016-04-04 11:56:24","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72209365","tmj_lan_cstsrv"
"911069682","3","2016-04-04 10:39:43","spambot","0.6927","spambot",,"traditional spambots","traditional spambots #4","72209962","tmj_nys_cstsrv"
"911069683","3","2016-04-04 11:24:54","spambot","0.6743","spambot",,"traditional spambots","traditional spambots #4","72210455","tmj_roa_cstsrv"
"911069684","3","2016-04-04 10:30:54","spambot","0.6241","spambot",,"traditional spambots","traditional spambots #4","72210740","tmj_ctm_cstsrv"
"911069685","3","2016-04-04 11:50:04","spambot","0.6845","spambot",,"traditional spambots","traditional spambots #4","72211081","tmj_tol_cstsrv"
"911069686","3","2016-04-04 10:48:28","spambot","0.6429","spambot",,"traditional spambots","traditional spambots #4","72211465","tmj_min_cstsrv"
"911069687","3","2016-04-04 10:45:25","genuine","0.6094","spambot",,"traditional spambots","traditional spambots #4","72211872","tmj_scm_cstsrv"
"911069688","3","2016-04-04 11:12:01","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72212372","tmj_nvc_cstsrv"
"911069689","3","2016-04-04 11:31:57","spambot","0.6842","spambot",,"traditional spambots","traditional spambots #4","72212882","tmj_gas_cstsrv"
"911069690","3","2016-04-04 11:12:14","spambot","0.6984","spambot",,"traditional spambots","traditional spambots #4","72213287","tmj_nvr_cstsrv"
"911069691","3","2016-04-04 11:59:07","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","72213957","tmj_vav_cstsrv"
"911069692","3","2016-04-04 11:48:55","genuine","0.6567","genuine",,"genuine accounts","genuine accounts","72266911","nuttysk"
"911069693","3","2016-04-04 10:46:42","spambot","0.6618","spambot",,"traditional spambots","traditional spambots #4","72299934","tmj_fls_cstsrv"
"911069694","3","2016-04-04 10:57:55","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72300807","tmj_vaa_cstsrv"
"911069695","3","2016-04-04 11:04:37","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72301655","tmj_wak_cstsrv"
"911069696","3","2016-04-04 10:18:05","spambot","0.6620","spambot",,"traditional spambots","traditional spambots #4","72302162","tmj_mad_cstsrv"
"911069697","3","2016-04-04 11:46:49","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72303340","tmj_net_cstsrv"
"911069698","3","2016-04-04 10:28:00","spambot","0.7015","genuine",,"genuine accounts","genuine accounts","72314098","philshoebottom"
"911069699","3","2016-04-04 11:43:56","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72368926","tmj_war_cstsrv"
"911069700","3","2016-04-04 11:29:24","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72369702","tmj_mns_cstsrv"
"911069701","3","2016-04-04 11:20:48","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72370216","tmj_lah_cstsrv"
"911069702","3","2016-04-04 11:03:11","genuine","0.6765","spambot",,"traditional spambots","traditional spambots #4","72370683","tmj_laa_cstsrv"
"911069703","3","2016-04-04 11:27:52","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72371116","tmj_rip_cstsrv"
"911069704","3","2016-04-04 11:36:14","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72372106","tmj_val_cstsrv"
"911069705","3","2016-04-04 11:50:19","spambot","0.6711","spambot",,"traditional spambots","traditional spambots #4","72372511","tmj_flf_cstsrv"
"911069706","3","2016-04-04 11:30:07","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72373121","tmj_ctn_cstsrv"
"911069707","3","2016-04-04 11:41:40","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72373568","tmj_lam_cstsrv"
"911069708","3","2016-04-04 10:34:27","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72427780","tmj_idn_cstsrv"
"911069711","3","2016-04-04 11:40:04","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72432504","tmj_grn_cstsrv"
"911069712","3","2016-04-04 10:46:22","genuine","0.6957","spambot",,"traditional spambots","traditional spambots #4","72434875","tmj_mel_cstsrv"
"911069713","3","2016-04-04 11:16:24","spambot","0.6716","spambot",,"traditional spambots","traditional spambots #4","72438439","tmj_ott_cstsrv"
"911069714","3","2016-04-04 11:12:24","genuine","1.0000","spambot",,"traditional spambots","traditional spambots #4","72441440","tmj_vaf_cstsrv"
"911069715","3","2016-04-04 11:28:04","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","72443213","tmj_fra_cstsrv"
"911069716","3","2016-04-04 11:26:17","spambot","0.6418","spambot","no tweets yet","traditional spambots","traditional spambots #4","72444095","tmj_spn_cstsrv"
"911069717","3","2016-04-04 11:17:10","spambot","0.6515","spambot",,"traditional spambots","traditional spambots #4","72448526","tmj_vac_cstsrv"
"911069718","3","2016-04-04 11:37:44","spambot","0.6667","spambot",,"traditional spambots","traditional spambots #4","73710684","tmj_syd_cstsrv"
"911069719","3","2016-04-04 11:09:05","genuine","0.6667","spambot",,"traditional spambots","traditional spambots #4","74063054","tmj_cae_realest"
"911069720","3","2016-04-04 11:13:06","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","74069724","tmj_iar_mgmt"
"911069721","3","2016-04-04 10:27:24","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","74070978","tmj_iar_cstsrv"
"911069722","3","2016-04-04 11:58:49","spambot","0.6928","spambot",,"traditional spambots","traditional spambots #4","74073754","tmj_iar_jobs"
"911069723","3","2016-04-04 11:09:33","unable","0.6765","genuine","@ShanaJeann's Tweets are protected.
protected","genuine accounts","genuine accounts","74602378","ShanaJeann"
"911069724","3","2016-04-04 10:35:18","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","74637832","tmj_bol_jobs"
"911069725","3","2016-04-04 11:40:22","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","74638400","tmj_bwa_jobs"
"911069726","3","2016-04-04 10:10:11","spambot","0.6462","spambot",,"traditional spambots","traditional spambots #4","74638959","tmj_asi_jobs"
"911069727","3","2016-04-04 11:18:28","spambot","0.6856","spambot",,"traditional spambots","traditional spambots #4","74741794","tmj_col_jobs"
"911069728","3","2016-04-04 11:30:41","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","74793689","tmj_brn_jobs"
"911069729","3","2016-04-04 10:46:56","spambot","0.7088","spambot",,"traditional spambots","traditional spambots #4","74794414","tmj_civ_jobs"
"911069730","3","2016-04-04 11:20:29","spambot","0.6889","spambot",,"traditional spambots","traditional spambots #4","75170656","tmj_ink_cstsrv"
"911069731","3","2016-04-04 11:17:27","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","75190226","tmj_ecu_jobs"
